run,he,mode,loss,train_f1,val_f1,test_f1,iter
0,0.4502445161342621,learned,1.185077428817749,0.8630849220103985,0.6458333333333334,0.6269430051813472,
1,0.4502445161342621,learned,1.2456873655319214,0.7313691507798962,0.6041666666666666,0.5544041450777202,
2,0.4502445161342621,learned,0.7175323963165283,0.8336221837088388,0.6041666666666666,0.6269430051813472,
3,0.4502445161342621,learned,1.223094820976257,0.7244367417677643,0.6197916666666666,0.5906735751295337,
4,0.4502445161342621,learned,1.263169288635254,0.7989601386481802,0.6145833333333334,0.616580310880829,
0,0.4502445161342621,learned,0.3687135577201843,0.9982668977469672,0.640625,0.6269430051813472,
1,0.4502445161342621,learned,0.4744910895824432,0.9913344887348352,0.625,0.6062176165803109,
2,0.4502445161342621,learned,0.5130953788757324,0.9584055459272096,0.6458333333333334,0.6373056994818653,
3,0.4502445161342621,learned,0.4043802917003631,0.9722703639514731,0.6197916666666666,0.6476683937823834,
4,0.4502445161342621,learned,0.4762457013130188,0.974003466204506,0.6197916666666666,0.6424870466321243,
0,0.4502445161342621,learned,0.352836549282074,0.9913344887348352,0.6614583333333334,0.616580310880829,
1,0.4502445161342621,learned,0.5259585380554199,0.9722703639514731,0.5989583333333334,0.6269430051813472,
2,0.4502445161342621,learned,0.5650264620780945,0.9601386481802426,0.6354166666666666,0.6424870466321243,
3,0.4502445161342621,learned,0.3780683875083923,0.9930675909878682,0.6510416666666666,0.616580310880829,
4,0.4502445161342621,learned,0.4864599704742431,0.9376083188908144,0.6354166666666666,0.6010362694300518,
0,0.4502445161342621,edge,0.7180196642875671,0.7123050259965338,0.5885416666666666,0.5751295336787565,200.0
1,0.4502445161342621,edge,0.6761852502822876,0.7538994800693241,0.6145833333333334,0.6062176165803109,200.0
2,0.4502445161342621,edge,0.6914963722229004,0.7521663778162913,0.6354166666666666,0.6321243523316062,200.0
3,0.4502445161342621,edge,0.7088992595672607,0.6759098786828422,0.5729166666666666,0.5854922279792746,200.0
4,0.4502445161342621,edge,0.6894019246101379,0.7227036395147313,0.5989583333333334,0.5854922279792746,200.0
0,0.4502445161342621,learned,0.2544124722480774,0.9913344887348352,0.6510416666666666,0.6269430051813472,250.0
1,0.4502445161342621,learned,0.3043868541717529,0.9982668977469672,0.6302083333333334,0.6269430051813472,250.0
2,0.4502445161342621,learned,0.4370661973953247,0.9930675909878682,0.6458333333333334,0.6373056994818653,250.0
3,0.4502445161342621,learned,0.2691117525100708,0.948006932409012,0.6354166666666666,0.6269430051813472,250.0
4,0.4502445161342621,learned,0.2984080910682678,1.0,0.6302083333333334,0.616580310880829,250.0
0,0.4502445161342621,learned,1.0547089576721191,0.8596187175043327,0.625,0.6062176165803109,250.0
1,0.4502445161342621,learned,1.1870155334472656,0.8370883882149047,0.6354166666666666,0.6010362694300518,250.0
2,0.4502445161342621,learned,1.091653823852539,0.8821490467937608,0.6302083333333334,0.6217616580310881,250.0
3,0.4502445161342621,learned,1.116727590560913,0.6239168110918544,0.59375,0.5699481865284974,250.0
4,0.4502445161342621,learned,1.111476182937622,0.8838821490467937,0.6458333333333334,0.6217616580310881,250.0
0,0.4502445161342621,learned,0.1014552414417266,1.0,0.65625,0.6010362694300518,500.0
1,0.4502445161342621,learned,0.1137818098068237,1.0,0.6302083333333334,0.616580310880829,500.0
2,0.4502445161342621,learned,0.1202140673995018,1.0,0.6458333333333334,0.5958549222797928,500.0
3,0.4502445161342621,learned,0.0949926972389221,1.0,0.6614583333333334,0.6010362694300518,500.0
4,0.4502445161342621,learned,0.0932148844003677,1.0,0.640625,0.5906735751295337,500.0
0,0.4502445161342621,learned,0.7636061906814575,0.9428076256499134,0.6145833333333334,0.6321243523316062,500.0
1,0.4502445161342621,learned,0.8202546238899231,0.9601386481802426,0.6302083333333334,0.6476683937823834,500.0
2,0.4502445161342621,learned,0.7003679275512695,0.8457538994800693,0.640625,0.6010362694300518,500.0
3,0.4502445161342621,learned,0.6892265677452087,0.8908145580589255,0.6197916666666666,0.616580310880829,500.0
4,0.4502445161342621,learned,0.757478654384613,0.92894280762565,0.6510416666666666,0.6113989637305699,500.0
0,0.4502445161342621,learned,0.261366605758667,0.9896013864818024,0.671875,0.6113989637305699,250.0
1,0.4502445161342621,learned,0.2939093112945556,1.0,0.6614583333333334,0.616580310880829,250.0
2,0.4502445161342621,learned,0.37970471382141113,1.0,0.640625,0.6217616580310881,250.0
